date,Income,Outcome,Balance,weekend,day_of_week,Monday,Tuesday,Wednesday,Thursday,Firday,Saturday,Sunday,day_of_week_sin,day_of_week_cos,holiday,preholiday,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,quarter_1,quarter_2,quarter_3,quarter_4,keyrate,payday,mean_weekly,std_weekly,median_weekly,max_weekly,min_weekly,mean_monthly,std_monthly,median_monthly,max_monthly,min_monthly,first_lag,second_lag
2018-01-10,1.3561953907370246,1.5536995738540669,-0.19715752815942825,0,2,0,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.1242171190982966,0.2096807550733977,0.0,0.0007715172498244797,-0.5670238532328253,0.01180592151737611,0.3945728580991445,0.0,0.9761226429407082,-0.9359826802000116,-0.5670238532328253,0.0
2018-01-11,1.5800334649363392,1.3430284451958885,0.23383580074323843,0,3,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.09092222145638032,0.2478628643076944,0.0,0.23383580074323843,-0.5670238532328253,0.01639324340455301,0.396383885073474,0.0,0.9761226429407082,-0.9359826802000116,-0.19715752815942825,-0.5670238532328253
2018-01-12,1.711702920347701,1.3028258129690256,0.4041623867585738,0,4,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.03329056023517046,0.3114677098943777,0.0,0.4041623867585738,-0.5670238532328253,0.030875981944557946,0.402508327501436,0.0,0.9761226429407082,-0.9359826802000116,0.23383580074323843,-0.19715752815942825
2018-01-13,0.0,0.0,0.0,1,5,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.01802617055577732,0.3098760391538887,0.0,0.4041623867585738,-0.5670238532328253,0.02046834365007589,0.3990039240679951,0.0,0.9761226429407082,-0.9359826802000116,0.4041623867585738,0.23383580074323843
2018-01-14,0.0,0.0,0.0,1,6,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.01802617055577732,0.3098760391538887,0.0,0.4041623867585738,-0.5670238532328253,-0.012069077781281051,0.3558526967026138,0.0,0.7036327368835713,-0.9359826802000116,0.0,0.4041623867585738
2018-01-15,1.3561953907370246,3.752579479223806,-2.3832171429456452,0,0,1,0,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.35848576240515523,0.9450355562203397,0.0,0.4041623867585738,-2.3832171429456452,-0.09150964921280255,0.5603316894353388,0.0,0.7036327368835713,-2.3832171429456452,0.0,0.0
2018-01-16,1.0214962116482746,1.3693623362781608,-0.34461986750651463,0,1,0,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.32671376444425365,0.940584137992487,0.0,0.4041623867585738,-2.3832171429456452,-0.10299697812968638,0.5619212261737795,0.0,0.7036327368835713,-2.3832171429456452,-2.3832171429456452,0.0
2018-01-17,1.0544710214493138,1.461530955066114,-0.4074156694744133,0,2,0,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.3567506417749658,0.9391133766284705,0.0,0.4041623867585738,-2.3832171429456452,-0.08545042517836549,0.5429830991543679,0.0,0.7036327368835713,-2.3832171429456452,-0.34461986750651463,-2.3832171429456452
2018-01-18,0.961359556625818,1.139613275936138,-0.17825371929715308,0,3,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.4156205732093075,0.9083329720274497,-0.17825371929715308,0.4041623867585738,-2.3832171429456452,-0.10585352915083636,0.5342268232751514,0.0,0.7036327368835713,-2.3832171429456452,-0.4074156694744133,-0.34461986750651463
2018-01-19,1.2309964554670734,1.234835879892497,-0.003839424435957178,0,4,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.4739065462370976,0.8586958676681502,-0.17825371929715308,0.0,-2.3832171429456452,-0.12943593452815397,0.5124318501317561,0.0,0.5413793462487997,-2.3832171429456452,-0.17825371929715308,-0.4074156694744133
2018-01-20,0.0,0.0,0.0,1,5,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.4739065462370976,0.8586958676681502,-0.17825371929715308,0.0,-2.3832171429456452,-0.1370366017189833,0.5086239526265327,0.0,0.5413793462487997,-2.3832171429456452,-0.003839424435957178,-0.17825371929715308
2018-01-21,0.0,0.0,0.0,1,6,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.4739065462370976,0.8586958676681502,-0.17825371929715308,0.0,-2.3832171429456452,-0.13280498422700332,0.5092384948235225,0.0,0.5413793462487997,-2.3832171429456452,0.0,-0.003839424435957178
2018-01-22,1.4088631729015693,1.5273656827717947,-0.12514092156306056,0,0,1,0,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.15132422889672834,0.16926636057216907,-0.12514092156306056,0.0,-0.4074156694744133,-0.13697634827910535,0.5086252959719143,0.0,0.5413793462487997,-2.3832171429456452,0.0,0.0
2018-01-23,1.1662105837327141,1.269988474493114,-0.10377789076039978,0,1,0,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.11691823221871196,0.14635439125677133,-0.10377789076039978,0.0,-0.4074156694744133,-0.140435611304452,0.5080141079342387,0.0,0.5413793462487997,-2.3832171429456452,-0.12514092156306056,0.0
2018-01-24,1.1082018843367922,1.2727164828520332,-0.16451459851524108,0,2,0,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.0822180792245445,0.07954620852960605,-0.10377789076039978,0.0,-0.17825371929715308,-0.11472000858162631,0.48537641184325736,0.0,0.5413793462487997,-2.3832171429456452,-0.10377789076039978,-0.12514092156306056
2018-01-25,1.8433723757590625,2.0145426677938327,-0.17135410774280005,0,3,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.08123242043106549,0.07818906839798102,-0.10377789076039978,0.0,-0.17135410774280005,-0.10525292740940256,0.48125540445158066,0.0,0.5413793462487997,-2.3832171429456452,-0.16451459851524108,-0.10377789076039978
2018-01-26,1.2128471625133628,1.632701247100884,-0.41410228426201806,0,4,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.13984140040621704,0.1399099503152587,-0.12514092156306056,0.0,-0.41410228426201806,-0.1269349145058173,0.4799850308860211,0.0,0.5413793462487997,-2.3832171429456452,-0.17135410774280005,-0.16451459851524108
2018-01-27,0.0,0.0,0.0,1,5,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.13984140040621704,0.1399099503152587,-0.12514092156306056,0.0,-0.41410228426201806,-0.1449808927141106,0.46389959034972983,0.0,0.4041623867585738,-2.3832171429456452,-0.41410228426201806,-0.17135410774280005
2018-01-28,0.0,0.0,0.0,1,6,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.13984140040621704,0.1399099503152587,-0.12514092156306056,0.0,-0.41410228426201806,-0.15085200971351675,0.4607996410686659,0.0,0.4041623867585738,-2.3832171429456452,0.0,-0.41410228426201806
2018-01-29,1.3298614996547522,1.711702920347701,-0.37972320948829985,0,0,1,0,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,1,-0.17621029868125124,0.16609087176472864,-0.16451459851524108,0.0,-0.41410228426201806,-0.16360883671102638,0.4616906007753352,-0.0003923095765123464,0.4041623867585738,-2.3832171429456452,0.0,0.0
2018-01-30,1.3082871506470617,1.3060811389578082,0.0022060116918868654,0,1,0,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.16106974118806744,0.1781845189791216,-0.16451459851524108,0.0022060116918868654,-0.41410228426201806,-0.1635353029879635,0.46171773228064655,-0.0003923095765123464,0.4041623867585738,-2.3832171429456452,-0.37972320948829985,0.0
2018-01-31,1.47469790060725,1.0180909558758289,0.4529646345236884,0,2,0,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.07285842218250606,0.29241979718997035,0.0,0.4529646345236884,-0.41410228426201806,-0.1484364818371739,0.47447988985375456,-0.0003923095765123464,0.4529646345236884,-2.3832171429456452,0.0022060116918868654,-0.37972320948829985
2018-02-01,1.1263454326706657,1.1140638383280046,0.012281594340027683,0,3,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.04662475045638782,0.29034060754728785,0.0,0.4529646345236884,-0.41410228426201806,-0.14802709535917297,0.4746176571306181,-0.0003923095765123464,0.4529646345236884,-2.3832171429456452,0.4529646345236884,0.0022060116918868654
2018-02-02,1.114233400896488,1.027538672125428,0.08669472877106,0,4,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,0.02491767997690905,0.24245003628550532,0.0022060116918868654,0.4529646345236884,-0.37972320948829985,-0.1451111170950368,0.47582069186468906,0.0,0.4529646345236884,-2.3832171429456452,0.012281594340027683,0.4529646345236884
2018-02-03,0.0,0.0,0.0,1,5,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,0.02491767997690905,0.24245003628550532,0.0022060116918868654,0.4529646345236884,-0.37972320948829985,-0.1451368343366976,0.47581255606814793,0.0,0.4529646345236884,-2.3832171429456452,0.08669472877106,0.012281594340027683
2018-02-04,0.0,0.0,0.0,1,6,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,0.02491767997690905,0.24245003628550532,0.0022060116918868654,0.4529646345236884,-0.37972320948829985,-0.14516152627703444,0.4758047439731865,0.0,0.4529646345236884,-2.3832171429456452,0.0,0.08669472877106
2018-02-05,1.1090642890252627,1.0927534145288877,0.016310874483208018,0,0,1,0,0,0,0,0,0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,0.08149397768712445,0.16664623508323634,0.012281594340027683,0.4529646345236884,0.0,-0.14105613953573576,0.47667723736910306,0.0,0.4529646345236884,-2.3832171429456452,0.0,0.0
2018-02-06,1.3693623362781608,1.2960899040603768,0.0686601322504407,0,1,0,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,0.09098742348120359,0.1632345211907388,0.016310874483208018,0.4529646345236884,0.0,-0.13876746846072108,0.47754188875091136,0.0,0.4529646345236884,-2.3832171429456452,0.016310874483208018,0.0
2018-02-07,1.2259532389506314,1.3166945541136161,-0.0920334161275422,0,2,0,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,0.013130559102456345,0.05760546928747124,0.012281594340027683,0.08669472877106,-0.0920334161275422,-0.14183524899830582,0.4769148963647543,0.0,0.4529646345236884,-2.3832171429456452,0.0686601322504407,0.016310874483208018
2018-02-08,1.2430651449350991,1.3298614996547522,-0.08034405940840936,0,3,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.00010167714732037456,0.06760359899489259,0.0,0.08669472877106,-0.0920334161275422,-0.12561258920415863,0.4701829177937362,0.0,0.4529646345236884,-2.3832171429456452,-0.0920334161275422,0.0686601322504407
2018-02-09,1.7512037569711094,1.6853690292654286,0.06806328660414838,0,4,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,0,-0.0027633117425934633,0.06388105573933606,0.0,0.0686601322504407,-0.0920334161275422,-0.11677189537870607,0.47128343620250757,0.0,0.4529646345236884,-2.3832171429456452,-0.08034405940840936,-0.0920334161275422
2018-02-10,0.0,0.0,0.0,1,5,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.0027633117425934633,0.06388105573933606,0.0,0.0686601322504407,-0.0920334161275422,-0.12456642207014737,0.4672008177656746,0.0,0.4529646345236884,-2.3832171429456452,0.06806328660414838,-0.08034405940840936
2018-02-11,0.0,0.0,0.0,1,6,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.0027633117425934633,0.06388105573933606,0.0,0.0686601322504407,-0.0920334161275422,-0.1380385016287665,0.4571478011917629,0.0,0.4529646345236884,-2.3832171429456452,0.0,0.06806328660414838
2018-02-12,1.4220301184427053,1.4483640095249777,-0.0319089489302224,0,0,1,0,0,0,0,0,0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.009651857944512093,0.06408095764954612,0.0,0.0686601322504407,-0.0920334161275422,-0.13910213325977389,0.45685258191826356,0.0,0.4529646345236884,-2.3832171429456452,0.0,0.0
2018-02-13,1.5668665193952032,1.47469790060725,0.0923336868985777,0,1,0,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.0062699215662068075,0.06931382244626813,0.0,0.0923336868985777,-0.0920334161275422,-0.136024343696488,0.45813125352642836,0.0,0.4529646345236884,-2.3832171429456452,-0.0319089489302224,0.0
2018-02-14,1.1157074937101128,1.3071360662472196,-0.19142857252393983,0,2,0,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.02046922962283504,0.09516953510515057,0.0,0.0923336868985777,-0.19142857252393983,-0.06296472468243113,0.17416856994397287,0.0,0.4529646345236884,-0.41410228426201806,0.0923336868985777,-0.0319089489302224
2018-02-15,1.3430284451958885,1.5273656827717947,-0.18411900867317524,0,3,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.03529422237494446,0.11254720087105373,0.0,0.0923336868985777,-0.19142857252393983,-0.05761469605465314,0.16755813080777238,0.0,0.4529646345236884,-0.41410228426201806,-0.19142857252393983,0.0923336868985777
2018-02-16,1.2221627771025632,0.9700905018201176,0.25207227528244547,0,4,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.009007223992330584,0.15441336290899746,0.0,0.25207227528244547,-0.19142857252393983,-0.03563176456275785,0.16328987443482162,0.0,0.4529646345236884,-0.41410228426201806,-0.18411900867317524,-0.19142857252393983
2018-02-17,0.0,0.0,0.0,1,5,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.009007223992330586,0.15441336290899746,0.0,0.25207227528244547,-0.19142857252393983,-0.02968997391951941,0.16115032220830852,0.0,0.4529646345236884,-0.41410228426201806,0.25207227528244547,-0.18411900867317524
2018-02-18,0.0,0.0,0.0,1,6,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.009007223992330586,0.15441336290899746,0.0,0.25207227528244547,-0.19142857252393983,-0.029561993104987506,0.1611730828426899,0.0,0.4529646345236884,-0.41410228426201806,0.0,0.25207227528244547
2018-02-19,1.1836374763800652,1.4220301184427053,-0.244239834709709,0,0,1,0,0,0,0,0,0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.03934020767511438,0.17861979300331246,0.0,0.25207227528244547,-0.244239834709709,-0.03770332092864447,0.16573247491844906,0.0,0.4529646345236884,-0.41410228426201806,0.0,0.0
2018-02-20,1.3430284451958885,1.487864846148386,-0.15057539185453203,0,1,0,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.07404150463984435,0.17225764343237995,-0.15057539185453203,0.25207227528244547,-0.244239834709709,-0.042722500657128876,0.16682771859604575,0.0,0.4529646345236884,-0.41410228426201806,-0.244239834709709,0.0
2018-02-21,1.313267349121955,1.1901088504505617,0.12315849865822648,0,2,0,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.029100494470963446,0.1774854130882307,0.0,0.25207227528244547,-0.244239834709709,-0.03444585331641931,0.16874606163067474,0.0,0.4529646345236884,-0.41410228426201806,-0.15057539185453203,-0.244239834709709
2018-02-22,1.395696227360433,1.461530955066114,-0.0632618045426157,0,3,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.011835179595169226,0.16535620582580068,0.0,0.25207227528244547,-0.244239834709709,-0.03309531710915984,0.1683336665312291,0.0,0.4529646345236884,-0.41410228426201806,0.12315849865822648,-0.15057539185453203
2018-02-23,0.0,0.0,0.0,0,4,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.04784550463551858,0.1193536558580673,0.0,0.12315849865822648,-0.244239834709709,-0.027611497158651802,0.16657529926167094,0.0,0.4529646345236884,-0.41410228426201806,-0.0632618045426157,0.12315849865822648
2018-02-24,0.0,0.0,0.0,1,5,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.04784550463551858,0.1193536558580673,0.0,0.12315849865822648,-0.244239834709709,-0.021899693567225136,0.16440008967498254,0.0,0.4529646345236884,-0.41410228426201806,0.0,-0.0632618045426157
2018-02-25,0.0,0.0,0.0,1,6,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.04784550463551858,0.1193536558580673,0.0,0.12315849865822648,-0.244239834709709,-0.00809628409182453,0.14677392844984313,0.0,0.4529646345236884,-0.37972320948829985,0.0,0.0
2018-02-26,1.9092071034647433,2.0672104499583774,-0.1559753453641247,0,0,1,0,0,0,0,0,0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,1,-0.03523629187186368,0.09787760626175396,0.0,0.12315849865822648,-0.1559753453641247,-0.013295462270628687,0.14921943104495508,0.0,0.4529646345236884,-0.37972320948829985,0.0,0.0
2018-02-27,1.3561953907370246,1.9882087767115604,-0.632986134722748,0,1,0,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.10415211228160882,0.2477351372499108,0.0,0.12315849865822648,-0.632986134722748,-0.03439500009472029,0.18719441901085043,0.0,0.4529646345236884,-0.632986134722748,-0.1559753453641247,0.0
2018-02-28,1.4088631729015693,1.5668665193952032,-0.16240584869581673,0,2,0,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.14494701904647211,0.22668259836317775,-0.0632618045426157,0.0,-0.632986134722748,-0.027151088068304182,0.17731442383213017,0.0,0.4529646345236884,-0.632986134722748,-0.632986134722748,-0.1559753453641247
2018-03-01,1.1918537814351762,1.0502680549319416,0.1415857265032344,0,3,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.11568308603992213,0.2509129656483563,0.0,0.1415857265032344,-0.632986134722748,-0.022505097574592594,0.17991707462664464,0.0,0.4529646345236884,-0.632986134722748,-0.16240584869581673,-0.632986134722748
2018-03-02,1.1259369490153597,1.167193889553524,-0.0412569405381644,0,4,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.12157693468823132,0.24821274831550721,-0.0412569405381644,0.1415857265032344,-0.632986134722748,-0.038979150076654354,0.15590368289005227,0.0,0.25207227528244547,-0.632986134722748,0.1415857265032344,-0.16240584869581673
2018-03-03,0.0,0.0,0.0,1,5,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.12157693468823132,0.24821274831550721,-0.0412569405381644,0.1415857265032344,-0.632986134722748,-0.03938853655465528,0.1557805124953023,0.0,0.25207227528244547,-0.632986134722748,-0.0412569405381644,0.1415857265032344
2018-03-04,0.0,0.0,0.0,1,6,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.12157693468823132,0.24821274831550721,-0.0412569405381644,0.1415857265032344,-0.632986134722748,-0.04227836084702395,0.1541565939857319,0.0,0.25207227528244547,-0.632986134722748,0.0,-0.0412569405381644
2018-03-05,1.5536995738540669,1.382529281819297,0.16861592984082427,0,0,1,0,0,0,0,0,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.07520675251609575,0.27007242916232554,0.0,0.16861592984082427,-0.632986134722748,-0.03665782985232981,0.1587564432141392,0.0,0.25207227528244547,-0.632986134722748,0.0,0.0
2018-03-06,1.4483640095249777,1.0795837802579713,0.3691358105183452,0,1,0,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,0.067953525375489,0.17344217091442282,0.0,0.3691358105183452,-0.16240584869581673,-0.024353302835051636,0.1751538515942146,0.0,0.3691358105183452,-0.632986134722748,0.16861592984082427,0.0
2018-03-07,1.6590351381831563,1.5405326283129308,0.1284523459948353,0,2,0,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,0.10950469604558213,0.1408322213927319,0.1284523459948353,0.3691358105183452,-0.0412569405381644,-0.020615253784664053,0.17723587252649534,0.0,0.3691358105183452,-0.632986134722748,0.3691358105183452,0.16861592984082427
2018-03-08,0.0,0.0,0.0,0,3,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,0.08927816368797724,0.1455452880015854,0.0,0.3691358105183452,-0.0412569405381644,-0.022903924859678744,0.17648501298828864,0.0,0.3691358105183452,-0.632986134722748,0.1284523459948353,0.3691358105183452
2018-03-09,1.190400398883859e-05,2.859568265343761e-05,-1.669167866459902e-05,0,4,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,0.09516962781076291,0.14011410675459954,0.0,0.3691358105183452,-1.669167866459902e-05,-0.019836700711382826,0.1760411920286593,0.0,0.3691358105183452,-0.632986134722748,0.0,0.1284523459948353
2018-03-10,0.0,0.0,0.0,1,5,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,0.09516962781076291,0.14011410675459954,0.0,0.3691358105183452,-1.669167866459902e-05,-0.01715856539776918,0.17569975559922055,0.0,0.3691358105183452,-0.632986134722748,-1.669167866459902e-05,0.0
2018-03-11,0.0,0.0,0.0,1,6,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,0.09516962781076291,0.14011410675459954,0.0,0.3691358105183452,-1.669167866459902e-05,-0.01942734161790746,0.1749994040731637,0.0,0.3691358105183452,-0.632986134722748,0.0,-1.669167866459902e-05
2018-03-12,1.5800334649363392,1.7775376480533818,-0.19617000424177944,0,0,1,0,0,0,0,0,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,0.04305735151324809,0.1723689714953052,0.0,0.3691358105183452,-0.19617000424177944,-0.02596634175930011,0.17788961541054854,0.0,0.3691358105183452,-0.632986134722748,0.0,0.0
2018-03-13,1.2426176502140431,1.395696227360433,-0.15380250497643574,0,1,0,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.03164812212886347,0.10926013387893023,0.0,0.1284523459948353,-0.19617000424177944,-0.031093091925181296,0.1793259476542058,0.0,0.3691358105183452,-0.632986134722748,-0.19617000424177944,0.0
2018-03-14,1.17338619968031,1.1909010966234157,-0.017514896929938698,0,2,0,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.05250058540383118,0.08480415941067734,-1.669167866459902e-05,0.0,-0.19617000424177944,-0.030613290191838508,0.1793429449335648,0.0,0.3691358105183452,-0.632986134722748,-0.15380250497643574,-0.19617000424177944
2018-03-15,1.382529281819297,1.3298614996547522,0.05343506555985655,0,3,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.044867004609565955,0.09238382119114681,-1.669167866459902e-05,0.05343506555985655,-0.19617000424177944,-0.03190991090312922,0.1785623232449793,0.0,0.3691358105183452,-0.632986134722748,-0.017514896929938698,-0.15380250497643574
2018-03-16,1.3561953907370246,1.2929742375719007,0.05816739958984147,0,4,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,0,-0.03655499157120795,0.09943970824972702,0.0,0.05816739958984147,-0.19617000424177944,-0.02359004516600317,0.17667832728948762,0.0,0.3691358105183452,-0.632986134722748,0.05343506555985655,-0.017514896929938698
